----- Tajima's D -----
         1        31028883      31041195            NaN
         1        31041196      31053508            NaN
         1        31053509      31065821            NaN
         1        31065822      31078134            NaN
         1        31078135      31090447            NaN
         1        31090448      31102760            NaN
         1        31102761      31115073            NaN
         1        31115074      31127386            NaN
         1        31127387      31139699            NaN
         1        31139700      31152012            NaN
         1        31152013      31164325            NaN
         1        31164326      31176638            NaN
         1        31176639      31188951            NaN
         1        31188952      31201264            NaN
         1        31201265      31213577            NaN
         1        31213578      31225890            NaN
         1        31225891      31238203            NaN
         1        31238204      31250516            NaN
         1        31250517      31262829            NaN
         1        31262830      31275142            NaN
         1        31275143      31287455            NaN
         1        31287456      31299768            NaN
         1        31299769      31312081            NaN
         1        31312082      31324394            NaN
         1        31324395      31336707            NaN
         1        31336708      31349020            NaN
         1        31349021      31361333            NaN
         1        31361334      31373646            NaN
         1        31373647      31385959            NaN
         1        31385960      31398272            NaN
         1        31398273      31410585            NaN
         1        31410586      31422898            NaN
         1        31422899      31435211            NaN
         1        31435212      31447524            NaN
         1        31447525      31459837            NaN
         1        31459838      31472150            NaN
         1        31472151      31484463            NaN
         1        31484464      31496776            NaN
         1        31496777      31509089            NaN
         1        31509090      31521402            NaN
         1        31521403      31533715            NaN
         1        31533716      31546028            NaN
         1        31546029      31558341            NaN
         1        31558342      31570654            NaN
         1        31570655      31582967            NaN
         1        31582968      31595280            NaN
         1        31595281      31607593            NaN
         1        31607594      31619906            NaN
         1        31619907      31632219            NaN
         1        31632220      31644532            NaN
         1        31644533      31656845            NaN
         1        31656846      31669158            NaN
         1        31669159      31681471            NaN
         1        31681472      31693784            NaN
         1        31693785      31706097            NaN
         1        31706098      31718410            NaN
         1        31718411      31730723            NaN
         1        31730724      31743036            NaN
         1        31743037      31755349            NaN
         1        31755350      31767662            NaN
         1        31767663      31779975            NaN
         1        31779976      31792288            NaN
         1        31792289      31804601            NaN
         1        31804602      31816914            NaN
         1        31816915      31829227            NaN
         1        31829228      31841540            NaN
         1        31841541      31853853            NaN
         1        31853854      31866166            NaN
         1        31866167      31878479            NaN
         1        31878480      31890792            NaN
         1        31890793      31903105            NaN
         1        31903106      31915418            NaN
         1        31915419      31927731            NaN
         1        31927732      31940044            NaN
         1        31940045      31952357            NaN
         1        31952358      31964670            NaN
         1        31964671      31976983            NaN
         1        31976984      31989296            NaN
         1        31989297      32001609            NaN
         1        32001610      32013922            NaN
         1        32013923      32026235            NaN
         1        32026236      32038548            NaN
         1        32038549      32050861            NaN
         1        32050862      32063174            NaN
         1        32063175      32075487            NaN
         1        32075488      32087800            NaN
         1        32087801      32100113            NaN
         1        32100114      32112426            NaN
         1        32112427      32124739            NaN
         1        32124740      32137052            NaN
         1        32137053      32149365            NaN
         1        32149366      32161678            NaN
         1        32161679      32173991            NaN
         1        32173992      32186304            NaN
         1        32186305      32198617            NaN
         1        32198618      32210930            NaN
         1        32210931      32223243            NaN
         1        32223244      32235556            NaN
         1        32235557      32247869            NaN
         1        32247870      32260182            NaN
         1        32260183      32272495            NaN
         1        32272496      32284808            NaN
         1        32284809      32297121            NaN
         1        32297122      32309434            NaN
         1        32309435      32321747            NaN
         1        32321748      32334060            NaN
         1        32334061      32346373            NaN
         1        32346374      32358686            NaN
         1        32358687      32370999            NaN
         1        32371000      32383312            NaN
         1        32383313      32395625            NaN
         1        32395626      32407938            NaN
         1        32407939      32420251            NaN
         1        32420252      32432564            NaN
         1        32432565      32444877            NaN
         1        32444878      32457190            NaN
         1        32457191      32469503            NaN
         1        32469504      32481816            NaN
         1        32481817      32494129            NaN
         1        32494130      32506442            NaN
         1        32506443      32518755            NaN
         1        32518756      32531068            NaN
         1        32531069      32543381            NaN
         1        32543382      32555694            NaN
         1        32555695      32568007            NaN
         1        32568008      32580320            NaN
         1        32580321      32592633            NaN
         1        32592634      32604946            NaN
         1        32604947      32617259            NaN
         1        32617260      32629572            NaN
         1        32629573      32641885            NaN
         1        32641886      32654198            NaN
         1        32654199      32666511            NaN
         1        32666512      32678824            NaN
         1        32678825      32691137            NaN
         1        32691138      32703450            NaN
         1        32703451      32715763            NaN
         1        32715764      32728076            NaN
         1        32728077      32740389            NaN
         1        32740390      32752702            NaN
         1        32752703      32765015            NaN
         1        32765016      32777328            NaN
         1        32777329      32789641            NaN
         1        32789642      32801954            NaN
         1        32801955      32814267            NaN
         1        32814268      32826580            NaN
         1        32826581      32838893            NaN
         1        32838894      32851206            NaN
         1        32851207      32863519            NaN
         1        32863520      32875832            NaN
         1        32875833      32888145            NaN
         1        32888146      32900458            NaN
         1        32900459      32912771            NaN
         1        32912772      32925084            NaN
         1        32925085      32937397            NaN
         1        32937398      32949710            NaN
         1        32949711      32962023            NaN
         1        32962024      32974336            NaN
         1        32974337      32986649            NaN
         1        32986650      32998962            NaN
         1        32998963      33011275            NaN
         1        33011276      33023588            NaN
         1        33023589      33035901            NaN
         1        33035902      33048214            NaN
         1        33048215      33060527            NaN
         1        33060528      33072840            NaN
         1        33072841      33085153            NaN
         1        33085154      33097466            NaN
         1        33097467      33109779            NaN
         1        33109780      33122092            NaN
         1        33122093      33134405            NaN
         1        33134406      33146718            NaN
         1        33146719      33159031            NaN
         1        33159032      33171344            NaN
         1        33171345      33183657            NaN
         1        33183658      33195970            NaN
         1        33195971      33208283            NaN
         1        33208284      33220596            NaN
         1        33220597      33232909            NaN
         1        33232910      33245222            NaN
         1        33245223      33257535            NaN
         1        33257536      33269848            NaN
         1        33269849      33282161            NaN
         1        33282162      33294474            NaN
         1        33294475      33306787            NaN
         1        33306788      33319100            NaN
         1        33319101      33331413            NaN
         1        33331414      33343726            NaN
         1        33343727      33356039            NaN
         1        33356040      33368352            NaN
         1        33368353      33380665            NaN
         1        33380666      33392978            NaN
         1        33392979      33405291            NaN
         1        33405292      33417604            NaN
         1        33417605      33429917            NaN
         1        33429918      33442230            NaN
         1        33442231      33454543            NaN
         1        33454544      33466856            NaN
         1        33466857      33479169            NaN
         1        33479170      33491482            NaN
         1        33491483      33503795            NaN
         1        33503796      33516108            NaN
         1        33516109      33528421            NaN
         1        33528422      33540734            NaN
         1        33540735      33553047            NaN
         1        33553048      33565360            NaN
         1        33565361      33577673            NaN
         1        33577674      33589986            NaN
         1        33589987      33602299            NaN
         1        33602300      33614612            NaN
         1        33614613      33626925            NaN
         1        33626926      33639238            NaN
         1        33639239      33651551            NaN
         1        33651552      33663864            NaN
         1        33663865      33676177            NaN
         1        33676178      33688490            NaN
         1        33688491      33700803            NaN
         1        33700804      33713116            NaN
         1        33713117      33725429            NaN
         1        33725430      33737742            NaN
         1        33737743      33750055            NaN
         1        33750056      33762368            NaN
         1        33762369      33774681            NaN
         1        33774682      33786994            NaN
         1        33786995      33799307            NaN
         1        33799308      33811620            NaN
         1        33811621      33823933            NaN
         1        33823934      33836246            NaN
         1        33836247      33848559            NaN
         1        33848560      33860872            NaN
         1        33860873      33873185            NaN
         1        33873186      33885498            NaN
         1        33885499      33897811            NaN
         1        33897812      33910124            NaN
         1        33910125      33922437            NaN
         1        33922438      33934750            NaN
         1        33934751      33947063            NaN
         1        33947064      33959376            NaN
         1        33959377      33971689            NaN
         1        33971690      33984002            NaN
         1        33984003      33996315            NaN
         1        33996316      34008628            NaN
         1        34008629      34020941            NaN
         1        34020942      34033254            NaN
         1        34033255      34045567            NaN
         1        34045568      34057880            NaN
         1        34057881      34070193            NaN
         1        34070194      34082506            NaN
         1        34082507      34094819            NaN
         1        34094820      34107132            NaN
         1        34107133      34119445            NaN
         1        34119446      34131758            NaN
         1        34131759      34144071            NaN
         1        34144072      34156384            NaN
         1        34156385      34168697            NaN
         1        34168698      34181010            NaN
         1        34181011      34193323            NaN
         1        34193324      34205636            NaN
         1        34205637      34217949            NaN
         1        34217950      34230262            NaN
         1        34230263      34242575            NaN
         1        34242576      34254888            NaN
         1        34254889      34267201            NaN
         1        34267202      34279514            NaN
         1        34279515      34291827            NaN
         1        34291828      34304140            NaN
         1        34304141      34316453            NaN
         1        34316454      34328766            NaN
         1        34328767      34341079            NaN
         1        34341080      34353392            NaN
         1        34353393      34365705            NaN
         1        34365706      34378018            NaN
         1        34378019      34390331            NaN
         1        34390332      34402644            NaN
         1        34402645      34414957            NaN
         1        34414958      34427270            NaN
         1        34427271      34439583            NaN
         1        34439584      34451896            NaN
         1        34451897      34464209            NaN
         1        34464210      34476522            NaN
         1        34476523      34488835            NaN
         1        34488836      34501148            NaN
         1        34501149      34513461            NaN
         1        34513462      34525774            NaN
         1        34525775      34538087            NaN
         1        34538088      34550400            NaN
         1        34550401      34562713            NaN
         1        34562714      34575026            NaN
         1        34575027      34587339            NaN
         1        34587340      34599652            NaN
         1        34599653      34611965            NaN
         1        34611966      34624278            NaN
         1        34624279      34636591            NaN
         1        34636592      34648904            NaN
         1        34648905      34661217            NaN
         1        34661218      34673530            NaN
         1        34673531      34685843            NaN
         1        34685844      34698156            NaN
         1        34698157      34710469            NaN
         1        34710470      34722782            NaN
         1        34722783      34735095            NaN
         1        34735096      34747408            NaN
         1        34747409      34759721            NaN
         1        34759722      34772034            NaN
         1        34772035      34784347            NaN
         1        34784348      34796660            NaN
         1        34796661      34808973            NaN
         1        34808974      34821286            NaN
         1        34821287      34833599            NaN
         1        34833600      34845912            NaN
         1        34845913      34858225            NaN
         1        34858226      34870538            NaN
         1        34870539      34882851            NaN
         1        34882852      34895164            NaN
         1        34895165      34907477            NaN
         1        34907478      34919790            NaN
         1        34919791      34932103            NaN
         1        34932104      34944416            NaN
         1        34944417      34956729            NaN
         1        34956730      34969042            NaN
         1        34969043      34981355            NaN
         1        34981356      34993668            NaN
         1        34993669      35005981            NaN
         1        35005982      35018294            NaN
         1        35018295      35030607            NaN
         1        35030608      35042920            NaN
         1        35042921      35055233            NaN
         1        35055234      35067546            NaN
         1        35067547      35079859            NaN
         1        35079860      35092172            NaN
         1        35092173      35104485            NaN
         1        35104486      35116798            NaN
         1        35116799      35129111            NaN
         1        35129112      35141424            NaN
         1        35141425      35153737            NaN
         1        35153738      35166050            NaN
         1        35166051      35178363            NaN
         1        35178364      35190676            NaN
         1        35190677      35202989            NaN
         1        35202990      35215302            NaN
         1        35215303      35227615            NaN
         1        35227616      35239928            NaN
         1        35239929      35252241            NaN
         1        35252242      35264554            NaN
         1        35264555      35276867            NaN
         1        35276868      35289180            NaN
         1        35289181      35301493            NaN
         1        35301494      35313806            NaN
         1        35313807      35326119            NaN
         1        35326120      35338432            NaN
         1        35338433      35350745            NaN
         1        35350746      35363058            NaN
         1        35363059      35375371            NaN
         1        35375372      35387684            NaN
         1        35387685      35399997            NaN
         1        35399998      35412310            NaN
         1        35412311      35424623            NaN
         1        35424624      35436936            NaN
         1        35436937      35449249            NaN
         1        35449250      35461562            NaN
         1        35461563      35473875            NaN
         1        35473876      35486188            NaN
         1        35486189      35498501            NaN
         1        35498502      35510814            NaN
         1        35510815      35523127            NaN
         1        35523128      35535440            NaN
         1        35535441      35547753            NaN
         1        35547754      35560066            NaN
         1        35560067      35572379            NaN
         1        35572380      35584692            NaN
         1        35584693      35597005            NaN
         1        35597006      35609318            NaN
         1        35609319      35621631            NaN
         1        35621632      35633944            NaN
         1        35633945      35646257            NaN
         1        35646258      35658570            NaN
         1        35658571      35670883            NaN
         1        35670884      35683196            NaN
         1        35683197      35695509            NaN
         1        35695510      35707822            NaN
         1        35707823      35720135            NaN
         1        35720136      35732448            NaN
         1        35732449      35744761            NaN
         1        35744762      35757074            NaN
         1        35757075      35769387            NaN
         1        35769388      35781700            NaN
         1        35781701      35794013            NaN
         1        35794014      35806326            NaN
         1        35806327      35818639            NaN
         1        35818640      35830952            NaN
         1        35830953      35843265            NaN
         1        35843266      35855578            NaN
         1        35855579      35867891            NaN
         1        35867892      35880204            NaN
         1        35880205      35892517            NaN
         1        35892518      35904830            NaN
         1        35904831      35917143            NaN
         1        35917144      35929456            NaN
         1        35929457      35941769            NaN
         1        35941770      35954082            NaN
         1        35954083      35966395            NaN
         1        35966396      35978708            NaN
         1        35978709      35991021            NaN
         1        35991022      36003334            NaN
         1        36003335      36015647            NaN
         1        36015648      36027960            NaN
         1        36027961      36040273            NaN
         1        36040274      36052586            NaN
         1        36052587      36064899            NaN
         1        36064900      36077212            NaN
         1        36077213      36089525            NaN
         1        36089526      36101838            NaN
         1        36101839      36114151            NaN
         1        36114152      36126464            NaN
         1        36126465      36138777            NaN
         1        36138778      36151090            NaN
         1        36151091      36163403            NaN
         1        36163404      36175716            NaN
         1        36175717      36188029            NaN
         1        36188030      36200342            NaN
         1        36200343      36212655            NaN
         1        36212656      36224968            NaN
         1        36224969      36237281            NaN
         1        36237282      36249594            NaN
         1        36249595      36261907            NaN
         1        36261908      36274220            NaN
         1        36274221      36286533            NaN
         1        36286534      36298846            NaN
         1        36298847      36311159            NaN
         1        36311160      36323472            NaN
         1        36323473      36335785            NaN
         1        36335786      36348098            NaN
         1        36348099      36360411            NaN
         1        36360412      36372724            NaN
         1        36372725      36385037            NaN
         1        36385038      36397350            NaN
         1        36397351      36409663            NaN
         1        36409664      36421976            NaN
         1        36421977      36434289            NaN
         1        36434290      36446602            NaN
         1        36446603      36458915            NaN
         1        36458916      36471228            NaN
         1        36471229      36483541            NaN
         1        36483542      36495854            NaN
         1        36495855      36508167            NaN
         1        36508168      36520480            NaN
         1        36520481      36532793            NaN
         1        36532794      36545106            NaN
         1        36545107      36557419            NaN
         1        36557420      36569732            NaN
         1        36569733      36582045            NaN
         1        36582046      36594358            NaN
         1        36594359      36606671            NaN
         1        36606672      36618984            NaN
         1        36618985      36631297            NaN
         1        36631298      36643610            NaN
         1        36643611      36655923            NaN
         1        36655924      36668236            NaN
         1        36668237      36680549            NaN
         1        36680550      36692862            NaN
         1        36692863      36705175            NaN
         1        36705176      36717488            NaN
         1        36717489      36729801            NaN
         1        36729802      36742114            NaN
         1        36742115      36754427            NaN
         1        36754428      36766740            NaN
         1        36766741      36779053            NaN
         1        36779054      36791366            NaN
         1        36791367      36803679            NaN
         1        36803680      36815992            NaN
         1        36815993      36828305            NaN
         1        36828306      36840618            NaN
         1        36840619      36852931            NaN
         1        36852932      36865244            NaN
         1        36865245      36877557            NaN
         1        36877558      36889870            NaN
         1        36889871      36902183            NaN
         1        36902184      36914496            NaN
         1        36914497      36926809            NaN
         1        36926810      36939122            NaN
         1        36939123      36951435            NaN
         1        36951436      36963748            NaN
         1        36963749      36976061            NaN
         1        36976062      36988374            NaN
         1        36988375      37000687            NaN
         1        37000688      37013000            NaN
         1        37013001      37025313            NaN
         1        37025314      37037626            NaN
         1        37037627      37049939            NaN
         1        37049940      37062252            NaN
         1        37062253      37074565            NaN
         1        37074566      37086878            NaN
         1        37086879      37099191            NaN
         1        37099192      37111504            NaN
         1        37111505      37123817            NaN
         1        37123818      37136130            NaN
         1        37136131      37148443            NaN
         1        37148444      37160756            NaN
         1        37160757      37173069            NaN
         1        37173070      37185382            NaN
         1        37185383      37197695            NaN
         1        37197696      37210008            NaN
         1        37210009      37222321            NaN
         1        37222322      37234634            NaN
         1        37234635      37246947            NaN
         1        37246948      37259260            NaN
         1        37259261      37271573            NaN
         1        37271574      37283886            NaN
         1        37283887      37296199            NaN
         1        37296200      37308512            NaN
         1        37308513      37320825            NaN
         1        37320826      37333138            NaN
         1        37333139      37345451            NaN
         1        37345452      37357764            NaN
         1        37357765      37370077            NaN
         1        37370078      37382390            NaN
         1        37382391      37394703            NaN
         1        37394704      37407016            NaN
         1        37407017      37419329            NaN
         1        37419330      37431642            NaN
         1        37431643      37443955            NaN
         1        37443956      37456268            NaN
         1        37456269      37468581            NaN
         1        37468582      37480894            NaN
         1        37480895      37493207            NaN
         1        37493208      37505520            NaN
         1        37505521      37517833            NaN
         1        37517834      37530146            NaN
         1        37530147      37542459            NaN
         1        37542460      37554772            NaN
         1        37554773      37567085            NaN
         1        37567086      37579398            NaN
         1        37579399      37591711            NaN
         1        37591712      37604024            NaN
         1        37604025      37616337            NaN
         1        37616338      37628650            NaN
         1        37628651      37640963            NaN
         1        37640964      37653276            NaN
         1        37653277      37665589            NaN
         1        37665590      37677902            NaN
         1        37677903      37690215            NaN
         1        37690216      37702528            NaN
         1        37702529      37714841            NaN
         1        37714842      37727154            NaN
         1        37727155      37739467            NaN
         1        37739468      37751780            NaN
         1        37751781      37764093            NaN
         1        37764094      37776406            NaN
         1        37776407      37788719            NaN
         1        37788720      37801032            NaN
         1        37801033      37813345            NaN
         1        37813346      37825658            NaN
         1        37825659      37837971            NaN
         1        37837972      37850284            NaN
         1        37850285      37862597            NaN
         1        37862598      37874910            NaN
         1        37874911      37887223            NaN
         1        37887224      37899536            NaN
         1        37899537      37911849            NaN
         1        37911850      37924162            NaN
         1        37924163      37936475            NaN
         1        37936476      37948788            NaN
         1        37948789      37961101            NaN
         1        37961102      37973414            NaN
         1        37973415      37985727            NaN
         1        37985728      37998040            NaN
         1        37998041      38010353            NaN
         1        38010354      38022666            NaN
         1        38022667      38034979            NaN
         1        38034980      38047292            NaN
         1        38047293      38059605            NaN
         1        38059606      38071918            NaN
         1        38071919      38084231            NaN
         1        38084232      38096544            NaN
         1        38096545      38108857            NaN
         1        38108858      38121170            NaN
         1        38121171      38133483            NaN
         1        38133484      38145796            NaN
         1        38145797      38158109            NaN
         1        38158110      38170422            NaN
         1        38170423      38182735            NaN
         1        38182736      38195048            NaN
         1        38195049      38207361            NaN
         1        38207362      38219674            NaN
         1        38219675      38231987            NaN
         1        38231988      38244300            NaN
         1        38244301      38256613            NaN
         1        38256614      38268926            NaN
         1        38268927      38281239            NaN
         1        38281240      38293552            NaN
         1        38293553      38305865            NaN
         1        38305866      38318178            NaN
         1        38318179      38330491            NaN
         1        38330492      38342804            NaN
         1        38342805      38355117            NaN
         1        38355118      38367430            NaN
         1        38367431      38379743            NaN
         1        38379744      38392056            NaN
         1        38392057      38404369            NaN
         1        38404370      38416682            NaN
         1        38416683      38428995            NaN
         1        38428996      38441308            NaN
         1        38441309      38453621            NaN
         1        38453622      38465934            NaN
         1        38465935      38478247            NaN
         1        38478248      38490560            NaN
         1        38490561      38502873            NaN
         1        38502874      38515186            NaN
         1        38515187      38527499            NaN
         1        38527500      38539812            NaN
         1        38539813      38552125            NaN
         1        38552126      38564438            NaN
         1        38564439      38576751            NaN
         1        38576752      38589064            NaN
         1        38589065      38601377            NaN
         1        38601378      38613690            NaN
         1        38613691      38626003            NaN
         1        38626004      38638316            NaN
         1        38638317      38650629            NaN
         1        38650630      38662942            NaN
         1        38662943      38675255            NaN
         1        38675256      38687568            NaN
         1        38687569      38699881            NaN
         1        38699882      38712194            NaN
         1        38712195      38724507            NaN
         1        38724508      38736820            NaN
         1        38736821      38749133            NaN
         1        38749134      38761446            NaN
         1        38761447      38773759            NaN
         1        38773760      38786072            NaN
         1        38786073      38798385            NaN
         1        38798386      38810698            NaN
         1        38810699      38823011            NaN
         1        38823012      38835324            NaN
         1        38835325      38847637            NaN
         1        38847638      38859950            NaN
         1        38859951      38872263            NaN
         1        38872264      38884576            NaN
         1        38884577      38896889            NaN
         1        38896890      38909202            NaN
         1        38909203      38921515            NaN
         1        38921516      38933828            NaN
         1        38933829      38946141            NaN
         1        38946142      38958454            NaN
         1        38958455      38970767            NaN
         1        38970768      38983080            NaN
         1        38983081      38995393            NaN
         1        38995394      39007706            NaN
         1        39007707      39020019            NaN
         1        39020020      39032332            NaN
         1        39032333      39044645            NaN
         1        39044646      39056958            NaN
         1        39056959      39069271            NaN
         1        39069272      39081584            NaN
         1        39081585      39093897            NaN
         1        39093898      39106210            NaN
         1        39106211      39118523            NaN
         1        39118524      39130836            NaN
         1        39130837      39143149            NaN
         1        39143150      39155462            NaN
         1        39155463      39167775            NaN
         1        39167776      39180088            NaN
         1        39180089      39192401            NaN
         1        39192402      39204714            NaN
         1        39204715      39217027            NaN
         1        39217028      39229340            NaN
         1        39229341      39241653            NaN
         1        39241654      39253966            NaN
         1        39253967      39266279            NaN
         1        39266280      39278592            NaN
         1        39278593      39290905            NaN
         1        39290906      39303218            NaN
         1        39303219      39315531            NaN
         1        39315532      39327844            NaN
         1        39327845      39340157            NaN
         1        39340158      39352470            NaN
         1        39352471      39364783            NaN
         1        39364784      39377096            NaN
         1        39377097      39389409            NaN
         1        39389410      39401722            NaN
         1        39401723      39414035            NaN
         1        39414036      39426348            NaN
         1        39426349      39438661            NaN
         1        39438662      39450974            NaN
         1        39450975      39463287            NaN
         1        39463288      39475600            NaN
         1        39475601      39487913            NaN
         1        39487914      39500226            NaN
         1        39500227      39512539            NaN
         1        39512540      39524852            NaN
         1        39524853      39537165            NaN
         1        39537166      39549478            NaN
         1        39549479      39561791            NaN
         1        39561792      39574104            NaN
         1        39574105      39586417            NaN
         1        39586418      39598730            NaN
         1        39598731      39611043            NaN
         1        39611044      39623356            NaN
         1        39623357      39635669            NaN
         1        39635670      39647982            NaN
         1        39647983      39660295            NaN
         1        39660296      39672608            NaN
         1        39672609      39684921            NaN
         1        39684922      39697234            NaN
         1        39697235      39709547            NaN
         1        39709548      39721860            NaN
         1        39721861      39734173            NaN
         1        39734174      39746486            NaN
         1        39746487      39758799            NaN
         1        39758800      39771112            NaN
         1        39771113      39783425            NaN
         1        39783426      39795738            NaN
         1        39795739      39808051            NaN
         1        39808052      39820364            NaN
         1        39820365      39832677            NaN
         1        39832678      39844990            NaN
         1        39844991      39857303            NaN
         1        39857304      39869616            NaN
         1        39869617      39881929            NaN
         1        39881930      39894242            NaN
         1        39894243      39906555            NaN
         1        39906556      39918868            NaN
         1        39918869      39931181            NaN
         1        39931182      39943494            NaN
         1        39943495      39955807            NaN
         1        39955808      39968120            NaN
         1        39968121      39980433            NaN
         1        39980434      39992746            NaN
         1        39992747      40005059            NaN
         1        40005060      40017372            NaN
         1        40017373      40029685            NaN
         1        40029686      40041998            NaN
         1        40041999      40054311            NaN
         1        40054312      40066624            NaN
         1        40066625      40078937            NaN
         1        40078938      40091250            NaN
         1        40091251      40103563            NaN
         1        40103564      40115876            NaN
         1        40115877      40128189            NaN
         1        40128190      40140502            NaN
         1        40140503      40152815            NaN
         1        40152816      40165128            NaN
         1        40165129      40177441            NaN
         1        40177442      40189754            NaN
         1        40189755      40202067            NaN
         1        40202068      40214380            NaN
         1        40214381      40226693            NaN
         1        40226694      40239006            NaN
         1        40239007      40251319            NaN
         1        40251320      40263632            NaN
         1        40263633      40275945            NaN
         1        40275946      40288258            NaN
         1        40288259      40300571            NaN
         1        40300572      40312884            NaN
         1        40312885      40325197            NaN
         1        40325198      40337510            NaN
         1        40337511      40349823            NaN
         1        40349824      40362136            NaN
         1        40362137      40374449            NaN
         1        40374450      40386762            NaN
         1        40386763      40399075            NaN
         1        40399076      40411388            NaN
         1        40411389      40423701            NaN
         1        40423702      40436014            NaN
         1        40436015      40448327            NaN
         1        40448328      40460640            NaN
         1        40460641      40472953            NaN
         1        40472954      40485266            NaN
         1        40485267      40497579            NaN
         1        40497580      40509892            NaN
         1        40509893      40522205            NaN
         1        40522206      40534518            NaN
         1        40534519      40546831            NaN
         1        40546832      40559144            NaN
         1        40559145      40571457            NaN
         1        40571458      40583770            NaN
         1        40583771      40596083            NaN
         1        40596084      40608396            NaN
         1        40608397      40620709            NaN
         1        40620710      40633022            NaN
         1        40633023      40645335            NaN
         1        40645336      40657648            NaN
         1        40657649      40669961            NaN
         1        40669962      40682274            NaN
         1        40682275      40694587            NaN
         1        40694588      40706900            NaN
         1        40706901      40719213            NaN
         1        40719214      40731526            NaN
         1        40731527      40743839            NaN
         1        40743840      40756152            NaN
         1        40756153      40768465            NaN
         1        40768466      40780778            NaN
         1        40780779      40793091            NaN
         1        40793092      40805404            NaN
         1        40805405      40817717            NaN
         1        40817718      40830030            NaN
         1        40830031      40842343            NaN
         1        40842344      40854656            NaN
         1        40854657      40866969            NaN
         1        40866970      40879282            NaN
         1        40879283      40891595            NaN
         1        40891596      40903908            NaN
         1        40903909      40916221            NaN
         1        40916222      40928534            NaN
